 1          3         0.000166   0.032002      0.779368           0.676558            
 2          5         1.000000   0.087005      0.829451           0.677547            
 3          6         1.000000   0.133008      0.838103           0.648368            
 4          7         1.000000   0.209012      0.856240           0.673096            
 5          8         1.000000   0.251015      0.859734           0.676558            
 6          9         1.000000   0.294017      0.861730           0.671612            
 11         14        1.000000   0.516030      0.871048           0.668645            
 25         28        1.000000   1.206069      0.877371           0.677052            
 50         56        1.000000   2.291131      0.881032           0.676558            
 51         57        1.000000   2.342134      0.880200           0.676063            
 75         85        1.000000   3.461198      0.879534           0.678536            
 100        119       1.000000   4.668267      0.881032           0.677547            
 101        120       1.000000   4.706269      0.881364           0.676063            
 125        164       1.000000   5.991343      0.882030           0.678042            
 150        202       1.000000   7.122408      0.882030           0.677547            
 175        247       1.000000   8.755501      0.881697           0.678536            
 200        294       1.000000   10.116579     0.881531           0.678042            
 225        320       1.000000   11.311647     0.881531           0.678536            
 250        365       1.000000   12.591721     0.881697           0.678042            
 275        403       1.000000   13.886795     0.881697           0.678536            
